Name,Boroughs,Cuisine,Address,Phone Number,Website,Rating,Reviews,Price,Category,Features,Lat,Lng,Link,Neighborhood
Eatzy Thai,Queens,Thai,"33-09 Broadway, Astoria, NY 11106", 718-956-7117,eatzythai.com,3.8,514,3.0,Thai,"Dine-in, Takeout, No-contact delivery ",40.7611979,-73.9232727,https://maps.google.com/?cid=16560586851728861973,Astoria
Gazab,Manhattan ,Indian ,"179 Essex St, New York, NY 10002", 917-388-2664,www.gazabnyc.com,4.5,1030,3.0,Indian ,"Dine-in, Takeout, No-contact delivery ",40.7219227,-73.9866681,https://maps.google.com/?cid=6310790727297239157,New York
Marakand,Queens,Uzbeki ,"9898 Queens Blvd, Rego Park, NY 11374", 718-263-4444,,4.5,435,2.0,Uzbeki ,"Dine-in, Takeout, No-contact delivery ",40.7271197,-73.8549854,https://maps.google.com/?cid=16963341420783708052,Rego Park
Xcellent Soul Food,Brooklyn ,Soul,"372 Ralph Ave, Brooklyn, NY 11233",347-663-6111,http://places.singleplatform.com/xcellent-soul-food/menu?ref=google,4.0,778,1.0,Soul,"Dine-in, Takeout, Delivery ",40.6762845,-73.9220407,https://maps.google.com/?cid=2554870268402235156,Brooklyn
Mum Feteer,Queens,Egyptian ,"
25-48 Steinway St, Astoria, NY 11103",718-433-9950,www.instagram.com,4.7,2022,1.0,Egyptian ,"Dine-in, Takeout, No-contact delivery ",40.76685,-73.912895,https://maps.google.com/?cid=12228777787996262993,Astoria
Village Creperie,Manhattan ,,"933 Amsterdam Ave, New York, NY 10025",917-262-0531,villagecreperienyc.com,4.6,137,1.0,,"Dine-in, Takeout, Delivery ",40.8001692,-73.965644,https://maps.google.com/?cid=10662392488806375965,New York
BURGER WORLD,Manhattan ,Hamburger,"534 9Th Ave, New York, NY 10018", 917-262-0539,www.burgerworldnyc.com,4.5,1014,1.0,Hamburger,"Dine-in, Curbside pickup, No-contact delivery",40.75676,-73.9934938,https://maps.google.com/?cid=8941892292708156868,New York
Moonlite Grill & Chicken,Queens,Bangladeshi,"
73-15 Broadway, Jackson Heights, NY 11372",718-433-9840,,4.0,393,1.0,Bangladeshi,"Dine-in, Takeout, Delivery ",40.7470609,-73.8919612,https://maps.google.com/?cid=16538756514255698518,Jackson Heights
Birdies,Brooklyn ,Chicken,"810 Grand St, Brooklyn, NY 11206",917-909-0201,www.bitebirdies.com,4.5,642,1.0,Chicken,"Dine-in, Takeout, Delivery ",40.7117524,-73.9410497,https://maps.google.com/?cid=5828044325542825222,Brooklyn
Burgermania,Manhattan ,Hamburger ,"274 W 40Th St, New York, NY 10018",929-235-7861,burgermanias.com,4.6,1212,1.0,Hamburger ,"Dine-in, Curbside pickup, Delivery ",40.7557265,-73.9905152,https://maps.google.com/?cid=11443232389711896633,New York
The Grounds Of Brooklyn,Brooklyn ,Italian,"1117 Newkirk Ave, Brooklyn, NY 11230",718-676-0373,www.tgobk.com,3.7,145,2.0,Italian,"Dine-in, Takeout, No-contact delivery ",40.6342368,-73.9663941,https://maps.google.com/?cid=4217419389338129349,Brooklyn
Top Thai Greenwich,Manhattan ,Thai,"235 Sullivan St, New York, NY 10012",646-726-4418,www.topthainyc.com,4.4,1997,2.0,Thai,"Dine-in, Curbside pickup, No-contact delivery",40.7297845,-73.9994477,https://maps.google.com/?cid=5800887208154600841,New York
King of Falafel & Shawarma,Queens,Middle Eastern,"3015 Broadway, Astoria, NY 11106",718-340-8068,www.kofnyc.com,4.2,1619,1.0,Middle Eastern,"Dine-in, Takeout, Delivery ",40.7622507,-73.9255198,https://maps.google.com/?cid=1166482273012392136,Astoria
Sheikh Shack,Queens,,"82-37C, 164Th St, Jamaica, NY 11432",347-829-3052,www.clover.com,4.6,596,1.0,,"Dine-in, Takeout, No-contact delivery ",40.7182708,-73.8033512,https://maps.google.com/?cid=4843824185684503747,Jamaica
al Badawi,Brooklyn ,Middle Eastern,"151 Atlantic Ave, Brooklyn, NY 11201",718-689-5888,www.albadawinyc.com,4.5,919,2.0,Middle Eastern,"Dine-in, Takeout, Delivery ",40.6906407,-73.9950026,https://maps.google.com/?cid=2336118820879574869,Brooklyn
Taco Express,Queens,Mexican,"251-14 Hillside Ave., Queens, NY 11426",718-470-2399,eattacoexpress.com,4.6,945,1.0,Mexican,"Dine-in, Curbside pickup, No-contact delivery",40.7354447,-73.7159125,https://maps.google.com/?cid=8927819853884732823,Queens
FLAMES INDIAN AROMA,Manhattan ,Indian,"165 E 106Th St, New York, NY 10029", 551-214-0444,www.flamesindianaromany.com,4.5,210,2.0,Indian,"Dine-in, Curbside pickup, No-contact delivery",40.7920319,-73.9451994,https://maps.google.com/?cid=32107401051233767,New York
Balade,Manhattan ,Lebanese,"208 1St Ave., New York, NY 10009", 212-529-6868,www.baladerestaurants.com,4.4,1201,3.0,Lebanese,"Dine-in, Curbside pickup, No-contact delivery",40.730264,-73.9830324,https://maps.google.com/?cid=10199876453921269824,New York
Rowdy Rooster,Manhattan ,,"149 1St Ave., New York, NY 10003",,www.rowdyrooster.com,4.4,548,1.0,,"Dine-in, Takeout, Delivery ",40.7284627,-73.9850071,https://maps.google.com/?cid=15732803174550230890,New York
Namkeen,Brooklyn ,Chicken,"338 Bedford Ave, Brooklyn, NY 11249", 347-658-3383,https://checkle.menu/namkeen_nyc,4.5,909,1.0,Chicken,"Dine-in, Takeout, Delivery ",40.7128716,-73.9625475,https://maps.google.com/?cid=9084219683467641405,Brooklyn
Laghman Express,Brooklyn ,,"6201 20Th Ave, Brooklyn, NY 11204", 718-232-0525,http://laghmanexpress.com/,4.9,1269,1.0,,"Dine-in, Takeout, Delivery ",40.6181101,-73.9840389,https://maps.google.com/?cid=8991949555446785984,Brooklyn
Little Flower Cafe,Queens,Coffee,"25-35 36Th Ave, Astoria, NY 11106",,www.instagram.com,4.7,430,1.0,Coffee,"Dine-in, Takeout, Delivery ",40.7579891,-73.9321015,https://maps.google.com/?cid=11273537019152135853,Astoria
Layers Bakeshop,Queens,Bakery,"2801 23Rd Ave, Astoria, NY 11105",347-639-1111,layersbakeshop.us,4.5,48,1.0,Bakery,"Dine-in, Curbside pickup, No-contact delivery",40.7756033,-73.9142719,https://maps.google.com/?cid=14699805456085702835,Astoria
Fatima's Grill,Brooklyn ,Mediterranean,"964 Coney Island Ave, Brooklyn, NY 11230",929-234-3198,www.fatimas-grill.com,4.5,418,1.0,Mediterranean,"Dine-in, Curbside pickup, No-contact delivery",40.633897,-73.9675186,https://maps.google.com/?cid=17012532953946625437,Brooklyn
Chashni Bubble Tea,Brooklyn ,Bubble tea,"1061 Coney Island Ave, Brooklyn, NY 11230",929-620-6651,,4.9,169,1.0,Bubble tea,"Dine-in, Takeout, Delivery ",40.6317014,-73.966368,https://maps.google.com/?cid=11432455410857417890,Brooklyn
Padi D'NYC,Manhattan ,Hawker stall,"135 W 50Th St, New York, NY 10020",,,4.5,46,1.0,Hawker stall,"Takeout, Delivery ",40.7608856,-73.9825548,https://maps.google.com/?cid=13174605648454258269,New York
Mamak's Corner,Manhattan ,Hawker stall,"135 W 50Th St, New York, NY 10020",,,3.5,21,1.0,Hawker stall,"Takeout, Delivery ",40.7608856,-73.9825548,https://maps.google.com/?cid=1665301401715946705,New York
Kolachi,Manhattan ,Pakistani,"130 1St Ave., New York, NY 10009",917-262-0633,www.kolachirolls.com,4.7,190,1.0,Pakistani,"Dine-in, Curbside pickup, No-contact delivery",40.7273481,-73.9851925,https://maps.google.com/?cid=16001930639882080555,New York
Flowers Cafe - Kaiser Richter Inc.,Manhattan ,Cafe,"39 Essex St, New York, NY 10002",212-390-0630,www.flowerscafenyc.com,4.6,433,1.0,Cafe,"Dine-in, Takeout, No-contact delivery",40.7162487,-73.9897278,https://maps.google.com/?cid=11750409968434639521,New York
Motto To Go,Queens,,"40-05 Skillman Ave, Long Island City, NY 11104", 646-450-6018,,3.3,10,1.0,,"Dine-in, Curbside pickup, No-contact delivery",40.7474487,-73.9232192,https://maps.google.com/?cid=13346147926861985035,Long Island City
MOKAFÉ Coffee House,Queens,Coffee,"25-73 Steinway St, Astoria, NY 11103",718-489-0242,www.mymokafe.com,4.7,696,1.0,Coffee,"Dine-in, Takeout",40.7660483,-73.9129093,https://maps.google.com/?cid=7483086521557221673,Astoria
Crepe House Morris Park,Bronx ,Dessert,"653 Morris Park Ave, Bronx, NY 10462", 718-737-7566,,4.8,457,1.0,Dessert ,"Dine-in, Takeout, Delivery ",40.8450565,-73.8676396,https://maps.google.com/?cid=825255188734681804,Bronx
Rokstar Chicken Long Island City,Queens,Fried chicken,"4202 Northern Blvd Located In Front Of Food Bazaar Supermarket, Long Island City, NY 11101", 347-988-5553,rokstarchicken.com,4.3,124,1.0,Fried chicken,"Dine-in, Takeout, No-contact delivery",40.7521249,-73.921528,https://maps.google.com/?cid=17606317658173125518,Long Island City
Rokstar Chicken Harlem,Bronx ,Fried chicken,"Located On The 2Nd Floor Of Food Bazaar, 201 E 125Th St, New York, NY 10035", 347-649-8881,rokstarchicken.com,4.6,78,1.0,Fried chicken,"Dine-in, Takeout, No-contact delivery",40.8037864,-73.9354715,https://maps.google.com/?cid=15978315037381142051,New York
Rokstar Chicken Douglaston,Queens,Chicken,"Located Inside Food Bazaar Supermarket (Aisle, 242-02 61St Ave #2B, Douglaston, NY 11362",718-819-8933,http://rokstarchicken.com/,4.4,219,1.0,Chicken,"Dine-in, Takeout, No-contact delivery",40.7547509,-73.7398957,https://maps.google.com/?cid=15252396595600765440,Douglaston
Legacy Hookah Lounge & Bistro,Queens,Hookah bar,"
25-72 Steinway St, Queens, NY 11103", 516-779-8748,instagram.com,4.6,306,2.0,Hookah bar,"Dine-in, Curbside pickup",40.766307,-73.913345,https://maps.google.com/?cid=5342864465235717275,Queens
Flaming Grill,Queens,,"3507 Ditmars Blvd, Queens, NY 11105",646-822-0444,www.flamingrillny.com,4.8,243,1.0,,"Dine-in, Curbside pickup, No-contact delivery",40.774805,-73.90846,https://maps.google.com/?cid=11021993106358685944,Queens
Bay Ridge House of Wings,Brooklyn ,Chicken wings,"8812 3Rd Ave, Brooklyn, NY 11209",,houseofwingsnyc.com,4.5,286,1.0,Chicken wings,"Dine-in, Curbside pickup, No-contact delivery",40.6218202,-74.0319277,https://maps.google.com/?cid=16614816050499296329,Brooklyn
Staten Island House of Wings,Staten Island,Chicken wings,"1153 Forest Ave, Staten Island, NY 10310",,houseofwingsnyc.com,4.7,174,1.0,Chicken wings,"Dine-in, Takeout, No-contact delivery",40.6268014,-74.1284691,https://maps.google.com/?cid=11453745472451421787,Staten Island
Yala Halal,Staten Island,,"3271 Richmond Ave, Staten Island, NY 10312",,https://order.toasttab.com/online/yalahalal,4.1,330,1.0,,"Dine-in, Takeout, No-contact delivery",40.5595316,-74.1682483,https://maps.google.com/?cid=7738656748147438557,Staten Island
Qahwah House,Brooklyn ,Coffee shop,"162 Bedford Ave, Brooklyn, NY 11211", 347-799-1776,http://qahwahhouse.com/,4.8,1945,1.0,Coffee shop,"Dine-in, Takeout, Delivery ",40.7185755,-73.9571869,https://maps.google.com/?cid=1755042332447972718,Brooklyn
Qahwah House W Village,Manhattan ,Coffee shop,"13 Carmine St, New York, NY 10014", 212-933-0754,www.qahwahhouse.com,4.7,553,1.0,Coffee shop,"Dine-in, Takeout",40.7305035,-74.0023402,https://maps.google.com/?cid=83593912315438938,New York
Qahwah House - Astoria Queens,Queens,Coffee shop,"2237 31St St, Queens, NY 11105", 718-866-0032,www.qahwahhouse.com,4.8,428,1.0,Coffee shop,"Dine-in, Takeout",40.7752363,-73.9115516,https://maps.google.com/?cid=3394221306505002111,Queens
Peri Peri Flamin' Grill,Brooklyn ,,"485 Lorimer St, Brooklyn, NY 11211", 347-529-5233,periperiflamingrill.com,4.6,228,1.0,,"Dine-in, Takeout, No-contact delivery",40.7114916,-73.9492046,https://maps.google.com/?cid=4690452305111821557,Brooklyn
Vegan On The Fly,Manhattan ,Vegan,"24 W 45Th St, New York, NY 10036",917-265-8242,veganontf.com,4.8,1186,1.0,Vegan,"Dine-in, Curbside pickup, No-contact delivery",40.755764,-73.9808335,https://maps.google.com/?cid=964311156010106640,New York
Fouta Halal,Bronx ,West African ,"1762 Westchester Ave, Bronx, NY 10472",718-792-1700,,4.3,568,1.0,West African ,"Dine-in, Takeout, Delivery ",40.8311925,-73.8678829,https://maps.google.com/?cid=16457035038136496423,Bronx
B&D Halal Food,Manhattan ,West African ,"263 W 30Th St #3, New York, NY 10001",212-268-7602,bdhalal.com,4.4,653,1.0,West African ,"Dine-in, Takeout, Delivery ",40.7495727,-73.9947204,https://maps.google.com/?cid=12053901393590738022,New York
Urgut Osh Markazi,Brooklyn ,Uzbeki ,"816 Coney Island Ave, Brooklyn, NY 11218",718-521-4343,urgutplovcenter.com,4.5,387,2.0,Uzbeki ,"Dine-in, Curbside pickup, No-contact delivery",40.6375072,-73.9685649,https://maps.google.com/?cid=9272202772566453264,Brooklyn
Gelatoville Gelateria,Manhattan ,Ice cream,"163 1St Ave. Unit 1, New York, NY 10003", 646-706-1854,gelatoville.com,4.8,716,1.0,Ice cream,"Takeout, Delivery ",40.7289568,-73.9845719,https://maps.google.com/?cid=7538881376284716924,New York
Bora Bora Smoothie Cafe - Bay Ridge,Brooklyn ,Cafe,"7322 3Rd Ave, Brooklyn, NY 11209", 347-492-0243,boraborausa.com,4.6,360,1.0,Cafe,"Dine-in, Takeout, Delivery ",40.632372,-74.0276827,https://maps.google.com/?cid=11801166053184181960,Brooklyn
Bora Bora Smoothie Cafe - Staten Island Hylan Blvd,Staten Island,Cafe,"1814 Hylan Blvd, Staten Island, NY 10305", 718-210-2966,boraborasmoothiecafe.com,4.8,216,1.0,Cafe,"Dine-in, Takeout, Delivery ",40.5847305,-74.0935528,https://maps.google.com/?cid=15223693016500155265,Staten Island
Nur Thai,Queens,Thai,"
31-01 34Th Ave, Astoria, NY 11106", 718-874-3292,nurthai.com,4.4,565,3.0,Thai,"Dine-in, Takeout, Delivery ",40.7597851,-73.9269004,https://maps.google.com/?cid=15451470039307528943,Astoria
375° Chicken ‘n’ Fries,Manhattan ,Chicken,"649 9Th Ave, New York, NY 10036","646-866-7035
",www.375chicken.com,4.7,888,1.0,Chicken,"Dine-in, Takeout, Delivery ",40.7607159,-73.9913276,https://maps.google.com/?cid=506246199525196958,New York
375° Chicken 'n Fries,Manhattan ,Chicken,"124 Ludlow St, New York, NY 10002", 646-682-7578,www.375chicken.com,4.4,1328,1.0,Chicken,"Dine-in, Takeout, No-contact delivery",40.719695,-73.988452,https://maps.google.com/?cid=10563187535011383879,New York
BeiJing Hot Pot 京门铜火锅,Queens,Hot Pot,"39-16 Prince St G02, Flushing, NY 11354",718-799-0685,"www.jingmenhotpot.com
",4.9,1463,4.0,Hot Pot,"Dine-in, Curbside pickup, Delivery",40.759261,-73.8324341,https://maps.google.com/?cid=13735046654741130502,Flushing
BK HALAL GRILL,Brooklyn ,Chicken,"411 Utica Ave, Brooklyn, NY 11213",646-677-4070,bkhalalgrillny.com,4.0,210,1.0,Chicken,"Dine-in, Curbside pickup, No-contact delivery",40.6644391,-73.931137,https://maps.google.com/?cid=14930810826088502505,Brooklyn
Burgers on B,Manhattan ,Hamburger ,"168 Avenue B, New York, NY 10009", 646-368-1464,burgersonb.com,4.7,188,1.0,Hamburger ,"Dine-in, Takeout, Delivery ",40.7272686,-73.9798582,https://maps.google.com/?cid=17074040255027933207,New York
GOSHT | Halal Steakhouse & Burgers,Brooklyn ,Steak ,"3215 Coney Island Ave, Brooklyn, NY 11235",718-504-8880,www.gosht.com,4.4,1503,2.0,Steak ,"Dine-in, Curbside pickup, No-contact delivery",40.5774367,-73.959403,https://maps.google.com/?cid=13743090337124258286,Brooklyn
Tashkent Supermarket - Brighton Beach,Brooklyn ,Supermarket ,"713 Brighton Beach Ave, Brooklyn, NY 11235",718-908-0707,www.tashkentsupermarket.com,4.4,3939,,Supermarket ,"In-store shopping, Curbside pickup, Delivery ",40.5781768,-73.9599013,https://maps.google.com/?cid=12720749907537149453,Brooklyn
Dave's Hot Chicken,Manhattan ,Chicken,"944 8Th Ave, New York, NY 10019",332-999-1825,www.daveshotchicken.com,4.6,1485,1.0,Chicken,"Dine-in, Takeout, Delivery ",40.7657431,-73.9831813,https://maps.google.com/?cid=10216903863060744686,New York
DAVE'S HOT CHICKEN,Manhattan ,Chicken,"
1498 3Rd Ave, New York, NY 10028",646-632-9910,restaurants.daveshotchicken.com,4.6,317,1.0,Chicken,"Dine-in, Takeout, Delivery ",40.7783624,-73.9552246,https://maps.google.com/?cid=9692742323763528076,New York
Dave's Hot Chicken,Brooklyn ,Chicken,"311 7Th Ave, Brooklyn, NY 11215", 347-428-0071,restaurants.daveshotchicken.com,4.4,195,1.0,Chicken,"Dine-in, Takeout, No-contact delivery",40.667268,-73.9810143,https://maps.google.com/?cid=2712873990936691868,Brooklyn
Dave's Hot Chicken,Brooklyn ,Chicken,"1192 Fulton St, Brooklyn, NY 11216",929-382-9998,restaurants.daveshotchicken.com,4.6,182,1.0,Chicken,"Dine-in, Takeout, No-contact delivery",40.6803628,-73.9528442,https://maps.google.com/?cid=8865344296571429513,Brooklyn
Tara Kitchen,Manhattan ,"
Moroccan","253 Church St, New York, NY 10013",212-226-4400,www.tarakitchentribeca.com,4.4,158,3.0,Moroccan,"Dine-in, Curbside pickup, No-contact delivery",40.7178686,-74.0053451,https://maps.google.com/?cid=3450504628095763110,New York
AMBO,Manhattan ,Indian,"55C E 8Th St, New York, NY 10003",646-476-4214,amboeats.com,4.6,412,1.0,Indian,"Dine-in, Takeout, Delivery ",40.7311439,-73.9934292,https://maps.google.com/?cid=2787577643090745782,New York
Moe's Pastrami & Burger,Manhattan ,Hamburger ,"569 Flatbush Ave, Brooklyn, NY 11225", 646-949-1717,https://moes-pastrami-burger.square.site/,4.8,456,1.0,Hamburger ,"Dine-in, Curbside pickup, No-contact delivery",40.6598576,-73.9603722,https://maps.google.com/?cid=13161386220402839702,Brooklyn
Masal Cafe & Lounge,Brooklyn ,Cafe,"1901 Emmons Ave, Brooklyn, NY 11235",718-891-7090,"www.masalcafe.com
",4.0,1841,2.0,Cafe,"Dine-in, Curbside pickup, No-contact delivery",40.5840004,-73.9491629,https://maps.google.com/?cid=4887127818330557995,Brooklyn
Sybil's,Queens,Caribbean,"13217 Liberty Ave, South Richmond Hill, NY 11419",718-835-9235,,4.4,3095,1.0,Caribbean,"Takeout, Delivery ",40.6910029,-73.8136887,https://maps.google.com/?cid=11066068611278229269,South Richmond Hill
Curry In Handi,Brooklyn ,Indian Muslim,"443 Bushwick Ave, Brooklyn, NY 11206",718-381-1333,curryinhandi.fronteats.com,4.8,619,2.0,Indian Muslim,"Dine-in, Takeout, No-contact delivery",40.7023138,-73.9369236,https://maps.google.com/?cid=15305209104403889184,Brooklyn
Sybil's Bakery & Restaurant,Queens,Caribbean,"159-24 Hillside Ave., Jamaica, NY 11432", 718-297-2359,http://places.singleplatform.com/sybils-bakery--restaurant/menu?ref=google,4.0,596,1.0,Caribbean,"Dine-in, Delivery ",40.7077924,-73.8018676,https://maps.google.com/?cid=3148926902823996437,Jamaica
David's Brisket House,Brooklyn ,,"
533 Nostrand Ave, Brooklyn, NY 11216", 718-789-1155,davidsbriskethouse.com,4.5,1310,1.0,,"Dine-in, Curbside pickup, No-contact delivery",40.6791067,-73.9494917,https://maps.google.com/?cid=5501944323075107752,Brooklyn
Roti on the Run,Brooklyn ,,"3140 Fulton St, Brooklyn, NY 11208", 718-235-4414,,4.4,940,1.0,,"Dine-in, Takeout, Delivery ",40.6815649,-73.8789728,https://maps.google.com/?cid=7601371617433523044,Brooklyn
Fatima's Halal,Queens,Chinese,"83-25 Parsons Blvd, Queens, NY 11432", 718-291-4999,,4.1,329,1.0,Chinese,"Dine-in, Takeout, Delivery ",40.7149558,-73.8074223,https://maps.google.com/?cid=3815803414046566710,Queens
Burmese Bites,Queens,Burmese,"Queens Center Mall Food Court, 90-15 Queens Blvd, Elmhurst, NY 11373", 917-560-2480,,4.8,247,1.0,Burmese,"Dine-in, Curbside pickup, No-contact delivery",40.7344054,-73.8689474,https://maps.google.com/?cid=13536224012594853821,Elmhurst
Chote Miya,Manhattan ,Indian,"Chelsea Market, 75 9Th Ave, New York, NY 10011",646-863-2117,www.chotemiya.com,4.2,553,1.0,Indian,"Dine-in, Takeout, No-contact delivery",40.7424509,-74.0059581,https://maps.google.com/?cid=8947219069739738512,New York
Premium Sweets - Dal & Chal,Queens,Dessert,"172-17 Hillside Ave., Jamaica, NY 11435",718-374-3142,www.premiumsweets.ca,3.7,675,2.0,Dessert ,"Dine-in, Takeout",40.7122046,-73.7896011,https://maps.google.com/?cid=11981292767785751165,Jamaica
Tong Restaurant টং রেস্টুরেন্ট,Queens,Bangladeshi,"153-35B Hillside Ave., Jamaica, NY 11432", 718-489-8816,www.facebook.com,4.1,113,1.0,Bangladeshi,"Dine-in, Curbside pickup, No-contact delivery",40.7077698,-73.8031641,https://maps.google.com/?cid=1885976635711245053,Jamaica
Pila de Boba,Manhattan ,Bubble tea,"328 E 14Th St, New York, NY 10003", 917-966-3036,,4.1,254,1.0,Bubble tea,"Dine-in, Takeout, No-contact delivery",40.7316199,-73.9838982,https://maps.google.com/?cid=14105813967767253357,New York
Tea Mania New York,Queens,Bubble tea,"
98-04 101St Ave, Ozone Park, NY 11416", 631-832-3700,https://teamaniany.square.site/,4.4,197,1.0,Bubble tea,"Dine-in, Takeout, No-contact delivery",40.6849179,-73.8431067,https://maps.google.com/?cid=8850240294623514005,Ozone Park
Little Myanmar,Manhattan ,Burmese,"150 E 2Nd St, New York, NY 10009", 917-475-1183,https://www.littlemyanmar.nyc/,4.2,235,2.0,Burmese,"Dine-in, Curbside pickup, No-contact delivery",40.7229873,-73.9855193,https://maps.google.com/?cid=1910868758882093665,New York
Boishakhi Restaurant Astoria,Queens,Bangladeshi ,"2914 36Th Ave, Long Island City, NY 11106",718-606-1242,www.boishakhirestaurantny.com,4.3,1357,1.0,Bangladeshi ,"Dine-in, Curbside pickup, Delivery",40.7569552,-73.9310007,https://maps.google.com/?cid=9806047007587203337,Long Island City
El Forno Pizza & Grill,Queens,Italian,"
105-09 Cross Bay Blvd, Queens, NY 11417", 929-218-7720,www.elfornopizzagrillrestaurant.com,4.5,184,1.0,Italian,"Dine-in, Curbside pickup, No-contact delivery",40.6799886,-73.8441861,https://maps.google.com/?cid=9662161851733480243,Queens
True Flavors,Queens,Caribbean ,"140-16 Rockaway Blvd, South Ozone Park, NY 11436",347-392-4303,caribbeanrestaurantqueens.com,4.2,113,1.0,Caribbean ,"Dine-in, Curbside pickup, Delivery",40.6740837,-73.8001059,https://maps.google.com/?cid=16601704869335436491,South Ozone Park
Stack'd Burger,Brooklyn ,Hamburger,"18 Nevins St, Brooklyn, NY 11217",718-970-0483,stackdburgernyc.com,4.8,444,1.0,Hamburger,"Dine-in, Curbside pickup, No-contact delivery",40.6883351,-73.9814049,https://maps.google.com/?cid=10417007566182403916,Brooklyn
Sheza Coffee House,Bronx ,Coffee shop,"
6050 Riverdale Ave, Bronx, NY 10471",718-233-8212,www.shezacoffeehouse.com,4.5,308,1.0,Coffee shop,"Dine-in, Curbside pickup, Delivery",40.9099524,-73.9030631,https://maps.google.com/?cid=6162766092112703622,Bronx
Chocolate factory,Brooklyn ,Dessert,"
6740 5Th Ave, Brooklyn, NY 11220",347-560-6080,www.instagram.com,4.6,562,1.0,Dessert ,"Dine-in, Curbside pickup, No-contact delivery",40.6346267,-74.0207145,https://maps.google.com/?cid=13575480841421480123,Brooklyn
Atomic Wings - BedStuy,Brooklyn ,Chicken wings ,"1227 Fulton St, Brooklyn, NY 11216","347-221-0621
",atomicwings.com,4.4,157,1.0,Chicken wings ,"Dine-in, Curbside pickup, Delivery",40.6807596,-73.9524003,https://maps.google.com/?cid=14331813724694917953,Brooklyn
Island Crepes & Shakes,Staten Island,Cafe,"1716 Victory Blvd, Staten Island, NY 10314",917-933-8266,,4.9,73,1.0,Cafe,"Dine-in, Takeout, Delivery ",40.6128792,-74.1209252,https://maps.google.com/?cid=8441738759567326560,Staten Island
Chocolate Connects Inc,Brooklyn ,Dessert ,"611 Flatbush Ave, Brooklyn, NY 11225",917-341-0709,chocolateconnects.com,4.9,124,1.0,Dessert ,"Dine-in, Takeout, Delivery ",40.6584859,-73.9602057,https://maps.google.com/?cid=8631611788096093047,Brooklyn
Chaska Chai Boba Tea Shop,Brooklyn ,Boba Tea,"3680 Nostrand Ave, Brooklyn, NY 11229", 347-462-9696,www.chaska-chai.com,4.8,93,1.0,Boba Tea,"Dine-in, Curbside pickup, No-contact delivery",40.5942689,-73.9409763,https://maps.google.com/?cid=6192943290884108505,Brooklyn
Lava Shawarma NYC,Manhattan ,Middle Eastern,"
226 Thompson St, New York, NY 10012", 646-490-5080,www.lavashawarma.com,4.5,627,1.0,Middle Eastern,"Dine-in, Curbside pickup, No-contact delivery",40.7291753,-73.9987336,https://maps.google.com/?cid=1371028349564970962,New York
Lava Shawarma,Manhattan ,Middle Eastern,"57 Clinton St, New York, NY 10002", 646-559-4250,www.lavashawarma.com,4.5,609,1.0,Middle Eastern,"Dine-in, Takeout, No-contact delivery",40.7196118,-73.9849833,https://maps.google.com/?cid=8719950462873232744,New York
Duck Donuts,Queens,Donut ,"61-32 190Th St, Queens, NY 11365",718-971-9886,www.duckdonuts.com,4.6,422,1.0,Donut ,"Takeout, Delivery ",40.7402651,-73.7848922,https://maps.google.com/?cid=8286976134240114326,Queens
Juice Time عصير تايم منهاتن,Manhattan ,Juice,"302A Grand St, New York, NY 10002",212-480-2100,"juicetimenyc1.com
",4.9,624,1.0,Juice,"Dine-in, Takeout, Delivery ",40.7176718,-73.9915781,https://maps.google.com/?cid=2020874755841501992,New York
Cafe Juliet,Staten Island,Cafe,"
1883 Victory Blvd, Staten Island, NY 10314",,www.instagram.com,4.7,266,1.0,Cafe,"Dine-in, Takeout, Delivery ",40.6130628,-74.1265423,https://maps.google.com/?cid=8492512605487393048,Staten Island
Juice Time - عصير تايم,Brooklyn ,Juice,"
509 74Th St, Brooklyn, NY 11209", 347-492-0614,order.toasttab.com,4.8,188,2.0,Juice,"Dine-in, Curbside pickup, Delivery",40.6302621,-74.0218697,https://maps.google.com/?cid=6141452134168124833,Brooklyn
Chocolate House Astoria,Queens,Dessert,"
25-88 Steinway St, Astoria, NY 11103",718-278-6912,,4.7,407,1.0,Dessert ,"Dine-in, Delivery ",40.765946,-73.913657,https://maps.google.com/?cid=8778834992896233359,Astoria
Slappin Chick Astoria,Queens,Chicken,"25-21 Steinway St, Long Island City, NY 11103",845-314-4097,slappinchick.com,4.7,166,1.0,Chicken ,"Dine-in, Takeout, Delivery ",40.7673068,-73.9119392,https://maps.google.com/?cid=7865834627958982045,Long Island City
Moka and Co,Queens,Coffee shop,"28-54 Steinway St, Astoria, NY 11103",,mokanco.com,4.7,928,1.0,Coffee shop,"Dine-in, Takeout, No-contact delivery",40.7643312,-73.9148787,https://maps.google.com/?cid=9550324482779990948,Astoria
Cafe Rumi,Manhattan ,Cafe,"30 New St, New York, NY 10004",,,5.0,188,1.0,Cafe,"Dine-in, Curbside pickup",40.7062666,-74.0116977,https://maps.google.com/?cid=1875969629319827956,New York
Uyghur Lagman House,Queens,Uyghur ,"6208 Woodhaven Blvd, Rego Park, NY 11374",347-507-0121,www.uyghurlagmanhouse.com,4.6,143,2.0,Uyghur ,"Dine-in, Takeout, Delivery ",40.7265285,-73.870862,https://maps.google.com/?cid=916370256544428468,Rego Park
